,concept_id,concept_name,child_pair,group_code
174,10003347,Retrieval tasks and goals,10003350,10002951
174,10003347,Retrieval tasks and goals,10003352,10002951
174,10003347,Retrieval tasks and goals,10003353,10002951
174,10003347,Retrieval tasks and goals,10003354,10002951
174,10003347,Retrieval tasks and goals,10003355,10002951
174,10003347,Retrieval tasks and goals,10003356,10002951
174,10003347,Retrieval tasks and goals,10003357,10002951
174,10003347,Retrieval tasks and goals,10011712,10002951
175,10003359,Evaluation of retrieval results,10003360,10002951
175,10003359,Evaluation of retrieval results,10003361,10002951
175,10003359,Evaluation of retrieval results,10003362,10002951
175,10003359,Evaluation of retrieval results,10003363,10002951
175,10003359,Evaluation of retrieval results,10011699,10002951
176,10003365,Search engine architectures and scalability,10003366,10002951
176,10003365,Search engine architectures and scalability,10003367,10002951
176,10003365,Search engine architectures and scalability,10003368,10002951
176,10003365,Search engine architectures and scalability,10003369,10002951
176,10003365,Search engine architectures and scalability,10003370,10002951
176,10003365,Search engine architectures and scalability,10010850,10002951
176,10003365,Search engine architectures and scalability,10010851,10002951
176,10003365,Search engine architectures and scalability,10011700,10002951
177,10003371,Specialized information retrieval,10003381,10002951
177,10003371,Specialized information retrieval,10003386,10002951
177,10003371,Specialized information retrieval,10010852,10002951
178,10002980,Key management,,10002978
179,10002981,Public key (asymmetric) techniques,10011602,10002978
179,10002981,Public key (asymmetric) techniques,10011745,10002978
180,10002982,Symmetric cryptography and hash functions,10011598,10002978
180,10002982,Symmetric cryptography and hash functions,10011600,10002978
181,10002983,Cryptanalysis and other attacks,,10002978
182,10002984,Information-theoretic techniques,,10002978
183,10002985,Mathematical foundations of cryptography,,10002978
184,10002987,Trust frameworks,,10002978
185,10002988,Security requirements,,10002978
186,10002989,Formal security models,,10002978
187,10002990,Logic and verification,,10002978
188,10002992,Authentication,10003479,10002978
188,10002992,Authentication,10011618,10002978
188,10002992,Authentication,10011619,10002978
189,10002993,Access control,,10002978
190,10002994,"Pseudonymity, anonymity and untraceability",,10002978
191,10002995,Privacy-preserving protocols,,10002978
192,10002996,Digital rights management,,10002978
193,10010839,Authorization,,10002978
194,10002998,Malware and its mitigation,,10002978
195,10002999,Intrusion detection systems,10011807,10002978
196,10003000,Social engineering attacks,10011611,10002978
196,10003000,Social engineering attacks,10011612,10002978
197,10003002,Tamper-proof and tamper-resistant designs,,10002978
198,10003003,Embedded systems security,,10002978
199,10003599,Hardware security implementation,10011621,10002978
200,10010777,Hardware attacks and countermeasures,10010779,10002978
200,10010777,Hardware attacks and countermeasures,10011702,10002978
201,10011746,Hardware reverse engineering,,10002978
202,10003007,Operating systems security,10003008,10002978
202,10003007,Operating systems security,10003009,10002978
202,10003007,Operating systems security,10003010,10002978
203,10003011,Browser security,,10002978
204,10003013,Distributed systems security,,10002978
205,10011608,Information flow control,,10002978
206,10011610,Denial-of-service attacks,,10002978
207,10011617,Firewalls,,10002978
208,10011634,Vulnerability management,10011633,10002978
208,10011634,Vulnerability management,10011635,10002978
209,10011747,File system security,,10002978
210,10003015,Security protocols,,10002978
211,10003016,Web protocol security,,10002978
212,10003017,Mobile and wireless security,,10002978
213,10011610,Denial-of-service attacks,,10002978
214,10011617,Firewalls,,10002978
215,10003019,Data anonymization and sanitization,,10002978
216,10003020,Management and querying of encrypted data,,10002978
217,10003021,Information accountability and usage control,,10002978
218,10011607,Database activity monitoring,,10002978
219,10003023,Software security engineering,,10002978
220,10003026,Web application security,,10002978
221,10003027,Social network security and privacy,,10002978
222,10003028,Domain-specific security and privacy architectures,,10002978
223,10003465,Software reverse engineering,,10002978
224,10003031,Economics of security and privacy,,10002978
225,10003032,Social aspects of security and privacy,,10002978
226,10011150,Privacy protections,,10002978
227,10011703,Usability in security and privacy,,10002978
228,10003035,Network design principles,10003036,10003033
228,10003035,Network design principles,10003037,10003033
229,10003038,Programming interfaces,,10003033
230,10003040,Network protocol design,,10003033
231,10003041,Protocol correctness,10003042,10003033
231,10003041,Protocol correctness,10003043,10003033
232,10003044,Link-layer protocols,,10003033
233,10003045,Network layer protocols,10003046,10003033
233,10003045,Network layer protocols,10003047,10003033
234,10003048,Transport protocols,,10003033
235,10003049,Session protocols,,10003033
236,10003050,Presentation protocols,,10003033
237,10003051,Application layer protocols,10003052,10003033
238,10003053,OAM protocols,10003054,10003033
238,10003053,OAM protocols,10003055,10003033
239,10003056,Cross-layer protocols,,10003033
240,10011655,Network File System (NFS) protocol,,10003033
241,10003059,Intermediate nodes,10003060,10003033
241,10003059,Intermediate nodes,10003061,10003033
242,10003062,Physical links,10011659,10003033
243,10003063,Middle boxes / network appliances,,10003033
244,10003064,End nodes,10011657,10003033
244,10003064,End nodes,10011660,10003033
245,10003065,"Wireless access points, base stations and infrastructure",10011642,10003033
246,10003066,Logical nodes,10003067,10003033
247,10003069,Data path algorithms,10003070,10003033
247,10003069,Data path algorithms,10003071,10003033
247,10003069,Data path algorithms,10003072,10003033
248,10003073,Control path algorithms,10003074,10003033
248,10003073,Control path algorithms,10003075,10003033
248,10003073,Control path algorithms,10003076,10003033
248,10003073,Control path algorithms,10003077,10003033
249,10003078,Network economics,,10003033
250,10003080,Network performance modeling,,10003033
251,10003081,Network simulations,,10003033
252,10003082,Network experimentation,,10003033
253,10011672,Network performance analysis,,10003033
254,10011704,Network measurement,,10003033
255,10003014,Network security,10003015,10003033
255,10003014,Network security,10003016,10003033
255,10003014,Network security,10003017,10003033
255,10003014,Network security,10011610,10003033
255,10003014,Network security,10011617,10003033
256,10003084,Network range,10003085,10003033
256,10003084,Network range,10003086,10003033
256,10003084,Network range,10003087,10003033
256,10003084,Network range,10003088,10003033
256,10003084,Network range,10003089,10003033
257,10003090,Network structure,10003091,10003033
257,10003090,Network structure,10003092,10003033
257,10003090,Network structure,10003093,10003033
257,10003090,Network structure,10011643,10003033
258,10003094,Network dynamics,,10003033
259,10003095,Network reliability,10010752,10003033
260,10003097,Network mobility,,10003033
261,10003098,Network manageability,,10003033
262,10011739,Network privacy and anonymity,,10003033
263,10003037,Naming and addressing,,10003033
264,10003100,Cloud computing,,10003033
265,10003101,Location based services,,10003033
266,10003102,Programmable networks,,10003033
267,10003103,In-network processing,,10003033
268,10003104,Network management,,10003033
269,10003105,Network monitoring,,10003033
270,10003107,Network on chip,,10003033
271,10003108,Home networks,,10003033
272,10003109,Storage area networks,,10003033
273,10003110,Data center networks,,10003033
274,10003111,Wired access networks,,10003033
275,10003112,Cyber-physical networks,10003238,10003033
276,10003113,Mobile networks,,10003033
277,10003114,Overlay and other logical network structures,10003115,10003033
277,10003114,Overlay and other logical network structures,10003116,10003033
277,10003114,Overlay and other logical network structures,10003118,10003033
277,10003114,Overlay and other logical network structures,10011730,10003033
278,10003119,Wireless access networks,10011661,10003033
278,10003119,Wireless access networks,10011662,10003033
279,10010582,Ad hoc networks,10011668,10003033
280,10010924,Public Internet,,10003033
281,10011705,Packet-switching networks,,10003033
282,10003122,HCI design and evaluation methods,10003332,10003120
282,10003122,HCI design and evaluation methods,10003334,10003120
282,10003122,HCI design and evaluation methods,10010854,10003120
282,10003122,HCI design and evaluation methods,10010855,10003120
282,10003122,HCI design and evaluation methods,10010856,10003120
282,10003122,HCI design and evaluation methods,10011749,10003120
282,10003122,HCI design and evaluation methods,10011750,10003120
283,10003124,Interaction paradigms,10003254,10003120
283,10003124,Interaction paradigms,10010392,10003120
283,10003124,Interaction paradigms,10010862,10003120
283,10003124,Interaction paradigms,10010865,10003120
283,10003124,Interaction paradigms,10010866,10003120
283,10003124,Interaction paradigms,10010868,10003120
283,10003124,Interaction paradigms,10010870,10003120
283,10003124,Interaction paradigms,10011751,10003120
284,10003125,Interaction devices,10010391,10003120
284,10003125,Interaction devices,10010591,10003120
284,10003125,Interaction devices,10010597,10003120
284,10003125,Interaction devices,10010872,10003120
284,10003125,Interaction devices,10010873,10003120
284,10003125,Interaction devices,10011666,10003120
284,10003125,Interaction devices,10011752,10003120
285,10003126,"HCI theory, concepts and models",,10003120
286,10003128,Interaction techniques,10010869,10003120
286,10003128,Interaction techniques,10011753,10003120
286,10003128,Interaction techniques,10011754,10003120
286,10003128,Interaction techniques,10011755,10003120
287,10003129,Interactive systems and tools,10010885,10003120
287,10003129,Interactive systems and tools,10011756,10003120
287,10003129,Interactive systems and tools,10011757,10003120
288,10011748,Empirical studies in HCI,,10003120
289,10010860,Interaction design process and methods,10010858,10003120
289,10010860,Interaction design process and methods,10010859,10003120
289,10010860,Interaction design process and methods,10010877,10003120
289,10010860,Interaction design process and methods,10010883,10003120
289,10010860,Interaction design process and methods,10010911,10003120
289,10010860,Interaction design process and methods,10011121,10003120
289,10010860,Interaction design process and methods,10011694,10003120
290,10011758,"Interaction design theory, concepts and paradigms",,10003120
291,10011759,Empirical studies in interaction design,,10003120
292,10011760,Systems and tools for interaction design,10011707,10003120
293,10003131,"Collaborative and social computing theory, concepts and paradigms",10003234,10003120
293,10003131,"Collaborative and social computing theory, concepts and paradigms",10003235,10003120
293,10003131,"Collaborative and social computing theory, concepts and paradigms",10003269,10003120
293,10003131,"Collaborative and social computing theory, concepts and paradigms",10003270,10003120
293,10003131,"Collaborative and social computing theory, concepts and paradigms",10003292,10003120
293,10003131,"Collaborative and social computing theory, concepts and paradigms",10003376,10003120
293,10003131,"Collaborative and social computing theory, concepts and paradigms",10003570,10003120
293,10003131,"Collaborative and social computing theory, concepts and paradigms",10003579,10003120
293,10003131,"Collaborative and social computing theory, concepts and paradigms",10010910,10003120
293,10003131,"Collaborative and social computing theory, concepts and paradigms",10011761,10003120
294,10003134,Collaborative and social computing design and evaluation methods,10003293,10003120
294,10003134,Collaborative and social computing design and evaluation methods,10011763,10003120
295,10003233,Collaborative and social computing systems and tools,10003288,10003120
295,10003233,Collaborative and social computing systems and tools,10003301,10003120
295,10003233,Collaborative and social computing systems and tools,10003449,10003120
295,10003233,Collaborative and social computing systems and tools,10003597,10003120
295,10003233,Collaborative and social computing systems and tools,10010519,10003120
295,10003233,Collaborative and social computing systems and tools,10010922,10003120
295,10003233,Collaborative and social computing systems and tools,10011765,10003120
295,10003233,Collaborative and social computing systems and tools,10011766,10003120
296,10011762,Empirical studies in collaborative and social computing,,10003120
297,10011764,Collaborative and social computing devices,,10003120
298,10003139,"Ubiquitous and mobile computing theory, concepts and paradigms",10010904,10003120
298,10003139,"Ubiquitous and mobile computing theory, concepts and paradigms",10010905,10003120
298,10003139,"Ubiquitous and mobile computing theory, concepts and paradigms",10010906,10003120
299,10003140,Ubiquitous and mobile computing systems and tools,,10003120
300,10003141,Ubiquitous and mobile devices,10010895,10003120
300,10003141,Ubiquitous and mobile devices,10010896,10003120
300,10003141,Ubiquitous and mobile devices,10010897,10003120
300,10003141,Ubiquitous and mobile devices,10010898,10003120
300,10003141,Ubiquitous and mobile devices,10010899,10003120
300,10003141,Ubiquitous and mobile devices,10010900,10003120
300,10003141,Ubiquitous and mobile devices,10010901,10003120
300,10003141,Ubiquitous and mobile devices,10010902,10003120
300,10003141,Ubiquitous and mobile devices,10010903,10003120
301,10003142,Ubiquitous and mobile computing design and evaluation methods,,10003120
302,10011767,Empirical studies in ubiquitous and mobile computing,,10003120
303,10003146,Visualization techniques,10010889,10003120
303,10003146,Visualization techniques,10010890,10003120
303,10003146,Visualization techniques,10010891,10003120
303,10003146,Visualization techniques,10010892,10003120
303,10003146,Visualization techniques,10010893,10003120
303,10003146,Visualization techniques,10010894,10003120
304,10003147,Visualization application domains,10010364,10003120
304,10003147,Visualization application domains,10010365,10003120
304,10003147,Visualization application domains,10010887,10003120
304,10003147,Visualization application domains,10010923,10003120
305,10003151,Visualization systems and tools,10011771,10003120
306,10011768,"Visualization theory, concepts and paradigms",,10003120
307,10011769,Empirical studies in visualization,,10003120
308,10011770,Visualization design and evaluation methods,,10003120
309,10011772,"Accessibility theory, concepts and paradigms",,10003120
310,10011773,Empirical studies in accessibility,,10003120
311,10011774,Accessibility design and evaluation methods,,10003120
312,10011775,Accessibility technologies,,10003120
313,10011776,Accessibility systems and tools,,10003120
314,10003458,Computing industry,10003460,10003456
314,10003458,Computing industry,10003461,10003456
314,10003458,Computing industry,10010921,10003456
315,10003490,Management of computing and information systems,10003491,10003456
315,10003490,Management of computing and information systems,10003498,10003456
315,10003490,Management of computing and information systems,10003503,10003456
315,10003490,Management of computing and information systems,10003507,10003456
315,10003490,Management of computing and information systems,10003511,10003456
315,10003490,Management of computing and information systems,10003512,10003456
315,10003490,Management of computing and information systems,10003514,10003456
316,10003521,History of computing,10003522,10003456
316,10003521,History of computing,10003523,10003456
316,10003521,History of computing,10003524,10003456
316,10003521,History of computing,10003525,10003456
316,10003521,History of computing,10003526,10003456
317,10003527,Computing education,10003528,10003456
317,10003527,Computing education,10003529,10003456
317,10003527,Computing education,10003530,10003456
317,10003527,Computing education,10003531,10003456
317,10003527,Computing education,10003538,10003456
317,10003527,Computing education,10003539,10003456
317,10003527,Computing education,10003540,10003456
317,10003527,Computing education,10003541,10003456
317,10003527,Computing education,10003542,10003456
318,10003567,Computing and business,10003568,10003456
318,10003567,Computing and business,10003569,10003456
318,10003567,Computing and business,10003570,10003456
318,10003567,Computing and business,10003571,10003456
318,10003567,Computing and business,10003572,10003456
318,10003567,Computing and business,10003573,10003456
318,10003567,Computing and business,10010990,10003456
319,10003580,Computing profession,10003543,10003456
319,10003580,Computing profession,10003568,10003456
319,10003580,Computing profession,10003581,10003456
319,10003580,Computing profession,10003583,10003456
319,10003580,Computing profession,10003584,10003456
319,10003580,Computing profession,10003585,10003456
319,10003580,Computing profession,10003587,10003456
320,10003463,Intellectual property,10002996,10003456
320,10003463,Intellectual property,10003464,10003456
320,10003463,Intellectual property,10003465,10003456
320,10003463,Intellectual property,10003466,10003456
320,10003463,Intellectual property,10003467,10003456
320,10003463,Intellectual property,10003469,10003456
320,10003463,Intellectual property,10003470,10003456
320,10003463,Intellectual property,10003471,10003456
320,10003463,Intellectual property,10003472,10003456
320,10003463,Intellectual property,10003473,10003456
320,10003463,Intellectual property,10010646,10003456
320,10003463,Intellectual property,10011746,10003456
321,10003477,Privacy policies,,10003456
322,10003480,Censorship,10003481,10003456
322,10003480,Censorship,10003482,10003456
322,10003480,Censorship,10003483,10003456
322,10003480,Censorship,10003484,10003456
322,10003480,Censorship,10003486,10003456
323,10003487,Surveillance,10003488,10003456
323,10003487,Surveillance,10003489,10003456
324,10003544,Commerce policy,10003545,10003456
324,10003544,Commerce policy,10003548,10003456
324,10003544,Commerce policy,10003549,10003456
324,10003544,Commerce policy,10003589,10003456
324,10003544,Commerce policy,10011698,10003456
324,10003544,Commerce policy,10011709,10003456
325,10003561,Network access control,10003486,10003456
325,10003561,Network access control,10003560,10003456
325,10003561,Network access control,10003562,10003456
325,10003561,Network access control,10003563,10003456
325,10003561,Network access control,10003566,10003456
326,10003574,Computer crime,10003000,10003456
326,10003574,Computer crime,10003475,10003456
326,10003574,Computer crime,10003575,10003456
326,10003574,Computer crime,10003578,10003456
327,10003588,Government technology policy,10003589,10003456
327,10003588,Government technology policy,10003592,10003456
328,10003602,Medical information policy,10003603,10003456
328,10003602,Medical information policy,10003604,10003456
328,10003602,Medical information policy,10003605,10003456
328,10003602,Medical information policy,10003606,10003456
328,10003602,Medical information policy,10003607,10003456
328,10003602,Medical information policy,10003608,10003456
329,10003611,Race and ethnicity,,10003456
330,10003612,Religious orientation,,10003456
331,10003613,Gender,10010928,10003456
331,10003613,Gender,10010929,10003456
332,10003614,Sexual orientation,,10003456
333,10003616,People with disabilities,,10003456
334,10003618,Geographic characteristics,,10003456
335,10003619,Cultural characteristics,,10003456
336,10010930,Age,10010931,10003456
336,10010930,Age,10010932,10003456
336,10010930,Age,10010933,10003456
337,10003754,Computability,10003733,10003752
337,10003754,Computability,10003755,10003752
337,10003754,Computability,10003756,10003752
338,10003757,Probabilistic computation,,10003752
339,10003758,Quantum computation theory,10003784,10003752
339,10003758,Quantum computation theory,10010624,10003752
339,10003758,Quantum computation theory,10010625,10003752
339,10003758,Quantum computation theory,10010626,10003752
340,10003759,Interactive computation,,10003752
341,10003760,Streaming models,,10003752
342,10003761,Concurrency,10003762,10003752
342,10003761,Concurrency,10003763,10003752
342,10003761,Concurrency,10003764,10003752
343,10003765,Timed and hybrid models,,10003752
344,10010622,Abstract machines,,10003752
345,10003767,Formalisms,10003768,10003752
345,10003767,Formalisms,10003769,10003752
346,10003770,Automata over infinite objects,,10003752
347,10003771,Grammars and context-free languages,,10003752
348,10003772,Tree languages,,10003752
349,10003773,Automata extensions,10003774,10003752
349,10003773,Automata extensions,10003775,10003752
350,10003776,Regular languages,,10003752
351,10003778,Complexity classes,,10003752
352,10003779,"Problems, reductions and completeness",,10003752
353,10003780,Communication complexity,,10003752
354,10003781,Circuit complexity,,10003752
355,10003782,Oracles and decision trees,,10003752
356,10003783,Algebraic complexity theory,,10003752
357,10003784,Quantum complexity theory,,10003752
358,10003785,Proof complexity,,10003752
359,10003786,Interactive proof systems,,10003752
360,10003787,Complexity theory and logic,,10003752
361,10003788,Cryptographic primitives,,10003752
362,10003789,Cryptographic protocols,,10003752
363,10002990,Logic and verification,,10003752
364,10003792,Proof theory,,10003752
365,10003793,Modal and temporal logics,,10003752
366,10003794,Automated reasoning,,10003752
367,10003795,Constraint and logic programming,,10003752
368,10003796,Constructive mathematics,,10003752
369,10003797,Description logics,,10003752
370,10003798,Equational logic and rewriting,,10003752
371,10003799,Finite Model Theory,,10003752
372,10003800,Higher order logic,,10003752
373,10003801,Linear logic,,10003752
374,10003806,Programming logic,,10003752
375,10011119,Abstraction,,10003752
376,10011192,Verification by model checking,,10003752
377,10011740,Type theory,,10003752
378,10011741,Hoare logic,,10003752
379,10011742,Separation logic,,10003752
380,10003635,Graph algorithms analysis,10003644,10003752
380,10003635,Graph algorithms analysis,10010036,10003752
380,10003635,Graph algorithms analysis,10010037,10003752
380,10003635,Graph algorithms analysis,10010038,10003752
381,10003636,Approximation algorithms analysis,10003808,10003752
381,10003636,Approximation algorithms analysis,10003810,10003752
381,10003636,Approximation algorithms analysis,10003811,10003752
381,10003636,Approximation algorithms analysis,10003812,10003752
381,10003636,Approximation algorithms analysis,10003813,10003752
381,10003636,Approximation algorithms analysis,10003814,10003752
381,10003636,Approximation algorithms analysis,10003815,10003752
382,10003716,Mathematical optimization,10011136,10003752
382,10003716,Mathematical optimization,10011138,10003752
382,10003716,Mathematical optimization,10011141,10003752
382,10003716,Mathematical optimization,10011804,10003752
383,10010031,Data structures design and analysis,10002975,10003752
383,10010031,Data structures design and analysis,10010032,10003752
383,10010031,Data structures design and analysis,10010033,10003752
383,10010031,Data structures design and analysis,10010034,10003752
383,10010031,Data structures design and analysis,10010035,10003752
384,10010047,Online algorithms,10010048,10003752
384,10010047,Online algorithms,10010049,10003752
384,10010047,Online algorithms,10010050,10003752
384,10010047,Online algorithms,10010051,10003752
385,10010052,Parameterized complexity and exact algorithms,10010053,10003752
385,10010052,Parameterized complexity and exact algorithms,10010054,10003752
386,10010055,"Streaming, sublinear and near linear time algorithms",10010056,10003752
386,10010055,"Streaming, sublinear and near linear time algorithms",10010057,10003752
386,10010055,"Streaming, sublinear and near linear time algorithms",10010058,10003752
386,10010055,"Streaming, sublinear and near linear time algorithms",10010059,10003752
386,10010055,"Streaming, sublinear and near linear time algorithms",10010060,10003752
387,10010170,Parallel algorithms,10003817,10003752
387,10010170,Parallel algorithms,10003824,10003752
387,10010170,Parallel algorithms,10010171,10003752
387,10010170,Parallel algorithms,10010173,10003752
387,10010170,Parallel algorithms,10010174,10003752
388,10010172,Distributed algorithms,10003817,10003752
388,10010172,Distributed algorithms,10003824,10003752
389,10011254,Algorithm design techniques,10011255,10003752
389,10011254,Algorithm design techniques,10011256,10003752
389,10011254,Algorithm design techniques,10011257,10003752
389,10011254,Algorithm design techniques,10011258,10003752
389,10011254,Algorithm design techniques,10011259,10003752
390,10011778,Concurrent algorithms,,10003752
391,10010062,Pseudorandomness and derandomization,,10003752
392,10010063,Computational geometry,,10003752
393,10010064,Generating random combinatorial structures,,10003752
394,10010065,Random walks and Markov chains,,10003752
395,10010066,Expander graphs and randomness extractors,,10003752
396,10010067,Error-correcting codes,,10003752
397,10010068,Random projections and metric embeddings,,10003752
398,10010069,Random network models,,10003752
399,10011795,Random search heuristics,,10003752
400,10010071,Machine learning theory,10010072,10003752
400,10010071,Machine learning theory,10010073,10003752
400,10010071,Machine learning theory,10010074,10003752
400,10010071,Machine learning theory,10010075,10003752
400,10010071,Machine learning theory,10010076,10003752
400,10010071,Machine learning theory,10010077,10003752
400,10010071,Machine learning theory,10010078,10003752
400,10010071,Machine learning theory,10010079,10003752
400,10010071,Machine learning theory,10010082,10003752
400,10010071,Machine learning theory,10010083,10003752
400,10010071,Machine learning theory,10010084,10003752
400,10010071,Machine learning theory,10010085,10003752
400,10010071,Machine learning theory,10010261,10003752
400,10010071,Machine learning theory,10010286,10003752
400,10010071,Machine learning theory,10010289,10003752
400,10010071,Machine learning theory,10010316,10003752
400,10010071,Machine learning theory,10011194,10003752
401,10010099,Algorithmic game theory and mechanism design,10003292,10003752
401,10010099,Algorithmic game theory and mechanism design,10010100,10003752
401,10010099,Algorithmic game theory and mechanism design,10010101,10003752
401,10010099,Algorithmic game theory and mechanism design,10010102,10003752
401,10010099,Algorithmic game theory and mechanism design,10010103,10003752
401,10010099,Algorithmic game theory and mechanism design,10010104,10003752
401,10010099,Algorithmic game theory and mechanism design,10010105,10003752
401,10010099,Algorithmic game theory and mechanism design,10010106,10003752
401,10010099,Algorithmic game theory and mechanism design,10010107,10003752
401,10010099,Algorithmic game theory and mechanism design,10010108,10003752
401,10010099,Algorithmic game theory and mechanism design,10010109,10003752
401,10010099,Algorithmic game theory and mechanism design,10010110,10003752
401,10010099,Algorithmic game theory and mechanism design,10011253,10003752
402,10010111,Database theory,10003217,10003752
402,10010111,Database theory,10003623,10003752
402,10010111,Database theory,10010112,10003752
402,10010111,Database theory,10010113,10003752
402,10010111,Database theory,10010114,10003752
402,10010111,Database theory,10011685,10003752
402,10010111,Database theory,10011710,10003752
402,10010111,Database theory,10011711,10003752
402,10010111,Database theory,10011733,10003752
402,10010111,Database theory,10011734,10003752
402,10010111,Database theory,10011735,10003752
402,10010111,Database theory,10011736,10003752
403,10011796,Theory of randomized search heuristics,,10003752
404,10010125,Program constructs,10010126,10003752
404,10010125,Program constructs,10010127,10003752
404,10010125,Program constructs,10010128,10003752
404,10010125,Program constructs,10010129,10003752
404,10010125,Program constructs,10010130,10003752
405,10010131,Program semantics,10010132,10003752
405,10010131,Program semantics,10010133,10003752
405,10010131,Program semantics,10010134,10003752
405,10010131,Program semantics,10010135,10003752
405,10010131,Program semantics,10010136,10003752
405,10010131,Program semantics,10010137,10003752
406,10010138,Program reasoning,10010139,10003752
406,10010138,Program reasoning,10010140,10003752
406,10010138,Program reasoning,10010141,10003752
406,10010138,Program reasoning,10010142,10003752
406,10010138,Program reasoning,10010143,10003752
406,10010138,Program reasoning,10010144,10003752
406,10010138,Program reasoning,10010145,10003752
406,10010138,Program reasoning,10011119,10003752
407,10010149,Symbolic and algebraic algorithms,10003628,10010147
407,10010149,Symbolic and algebraic algorithms,10010150,10010147
407,10010149,Symbolic and algebraic algorithms,10010151,10010147
407,10010149,Symbolic and algebraic algorithms,10010152,10010147
407,10010149,Symbolic and algebraic algorithms,10010153,10010147
407,10010149,Symbolic and algebraic algorithms,10010154,10010147
407,10010149,Symbolic and algebraic algorithms,10010155,10010147
407,10010149,Symbolic and algebraic algorithms,10010156,10010147
407,10010149,Symbolic and algebraic algorithms,10010157,10010147
407,10010149,Symbolic and algebraic algorithms,10010158,10010147
407,10010149,Symbolic and algebraic algorithms,10010159,10010147
407,10010149,Symbolic and algebraic algorithms,10010160,10010147
407,10010149,Symbolic and algebraic algorithms,10010161,10010147
408,10010162,Computer algebra systems,10010163,10010147
409,10010164,Representation of mathematical objects,10010165,10010147
409,10010164,Representation of mathematical objects,10010166,10010147
409,10010164,Representation of mathematical objects,10010167,10010147
409,10010164,Representation of mathematical objects,10010168,10010147
410,10010170,Parallel algorithms,10003817,10010147
410,10010170,Parallel algorithms,10003824,10010147
410,10010170,Parallel algorithms,10010171,10010147
410,10010170,Parallel algorithms,10010173,10010147
410,10010170,Parallel algorithms,10010174,10010147
411,10010175,Parallel programming languages,,10010147
412,10010179,Natural language processing,10003352,10010147
412,10010179,Natural language processing,10010180,10010147
412,10010179,Natural language processing,10010181,10010147
412,10010179,Natural language processing,10010182,10010147
412,10010179,Natural language processing,10010183,10010147
412,10010179,Natural language processing,10010184,10010147
412,10010179,Natural language processing,10010185,10010147
412,10010179,Natural language processing,10010186,10010147
413,10010187,Knowledge representation and reasoning,10003797,10010147
413,10010187,Knowledge representation and reasoning,10010188,10010147
413,10010187,Knowledge representation and reasoning,10010189,10010147
413,10010187,Knowledge representation and reasoning,10010190,10010147
413,10010187,Knowledge representation and reasoning,10010191,10010147
413,10010187,Knowledge representation and reasoning,10010192,10010147
413,10010187,Knowledge representation and reasoning,10010193,10010147
413,10010187,Knowledge representation and reasoning,10010194,10010147
413,10010187,Knowledge representation and reasoning,10010195,10010147
413,10010187,Knowledge representation and reasoning,10010196,10010147
413,10010187,Knowledge representation and reasoning,10010197,10010147
413,10010187,Knowledge representation and reasoning,10010198,10010147
414,10010199,Planning and scheduling,10010200,10010147
414,10010199,Planning and scheduling,10010201,10010147
414,10010199,Planning and scheduling,10010202,10010147
414,10010199,Planning and scheduling,10010203,10010147
414,10010199,Planning and scheduling,10010204,10010147
415,10010205,Search methodologies,10010206,10010147
415,10010205,Search methodologies,10010207,10010147
415,10010205,Search methodologies,10010208,10010147
415,10010205,Search methodologies,10010209,10010147
415,10010205,Search methodologies,10010210,10010147
415,10010205,Search methodologies,10010211,10010147
415,10010205,Search methodologies,10010212,10010147
416,10010213,Control methods,10010204,10010147
416,10010213,Control methods,10010214,10010147
416,10010213,Control methods,10010215,10010147
417,10010216,Philosophical/theoretical foundations of artificial intelligence,10010217,10010147
417,10010216,Philosophical/theoretical foundations of artificial intelligence,10010218,10010147
418,10010219,Distributed artificial intelligence,10010220,10010147
418,10010219,Distributed artificial intelligence,10010221,10010147
418,10010219,Distributed artificial intelligence,10010222,10010147
418,10010219,Distributed artificial intelligence,10010223,10010147
419,10010224,Computer vision,10010225,10010147
419,10010224,Computer vision,10010226,10010147
419,10010224,Computer vision,10010240,10010147
419,10010224,Computer vision,10010245,10010147
420,10010258,Learning paradigms,10010259,10010147
420,10010258,Learning paradigms,10010260,10010147
420,10010258,Learning paradigms,10010261,10010147
420,10010258,Learning paradigms,10010262,10010147
421,10010282,Learning settings,10010283,10010147
421,10010282,Learning settings,10010284,10010147
421,10010282,Learning settings,10010290,10010147
421,10010282,Learning settings,10010291,10010147
421,10010282,Learning settings,10010292,10010147
421,10010282,Learning settings,10011304,10010147
421,10010282,Learning settings,10011305,10010147
422,10010293,Machine learning approaches,10003660,10010147
422,10010293,Machine learning approaches,10010075,10010147
422,10010293,Machine learning approaches,10010294,10010147
422,10010293,Machine learning approaches,10010297,10010147
422,10010293,Machine learning approaches,10010300,10010147
422,10010293,Machine learning approaches,10010307,10010147
422,10010293,Machine learning approaches,10010309,10010147
422,10010293,Machine learning approaches,10010314,10010147
422,10010293,Machine learning approaches,10010315,10010147
422,10010293,Machine learning approaches,10010316,10010147
422,10010293,Machine learning approaches,10010317,10010147
422,10010293,Machine learning approaches,10010318,10010147
422,10010293,Machine learning approaches,10010319,10010147
422,10010293,Machine learning approaches,10011809,10010147
423,10010321,Machine learning algorithms,10010327,10010147
423,10010321,Machine learning algorithms,10010333,10010147
423,10010321,Machine learning algorithms,10010335,10010147
423,10010321,Machine learning algorithms,10010336,10010147
423,10010321,Machine learning algorithms,10010337,10010147
