,Unnamed: 0,parent_x,child_x,group_x,flag,predict,label,compare,parent_y,child_y,weight,group_y
0,12869,dominance,absolutism,647,True,0.7201967377145966,1,dominanceabsolutism647,dominance,absolutism,0.7201967377145966,647
1,12870,dominance,ascendant,647,True,0.7313681493567673,1,dominanceascendant647,dominance,ascendant,0.7313681493567673,647
2,12871,dominance,domination,647,True,0.7593970137013155,1,dominancedomination647,dominance,domination,0.7593970137013155,647
3,12872,domination,transcendence,647,True,0.7296134753419806,1,dominationtranscendence647,domination,transcendence,0.7296134753419806,647
4,12873,dominance,dominion,647,True,0.7056140094743577,1,dominancedominion647,dominance,dominion,0.7056140094743577,647
5,12874,dominion,paramountcy,647,True,0.7763175607205874,1,dominionparamountcy647,dominion,paramountcy,0.7763175607205874,647
6,12875,dominion,raj,647,True,0.6504835655538256,1,dominionraj647,dominion,raj,0.6504835655538256,647
7,12876,dominion,reign,647,True,0.6787272276779002,1,dominionreign647,dominion,reign,0.6787272276779002,647
8,12877,reign,scepter,647,True,0.5627370777699786,1,reignscepter647,reign,scepter,0.5627370777699786,647
9,12878,dominion,suzerainty,647,True,0.6298239960224441,1,dominionsuzerainty647,dominion,suzerainty,0.6298239960224441,647
10,12879,dominance,monopoly,647,True,0.637977418776395,1,dominancemonopoly647,dominance,monopoly,0.637977418776395,647
11,12880,dominance,predominance,647,True,0.7033479048492202,1,dominancepredominance647,dominance,predominance,0.7033479048492202,647
12,12882,need,lack,648,True,0.6493292368012947,1,needlack648,need,lack,0.6493292368012947,648
13,12883,lack,absence,648,True,0.6111713681532475,1,lackabsence648,lack,absence,0.6111713681532475,648
14,12884,absence,awayness,648,True,0.7011473348911942,1,absenceawayness648,absence,awayness,0.7011473348911942,648
15,12885,absence,nonoccurrence,648,True,0.614301513316494,1,absencenonoccurrence648,absence,nonoccurrence,0.614301513316494,648
16,12886,lack,dearth,648,True,0.6040254042460069,1,lackdearth648,lack,dearth,0.6040254042460069,648
17,12887,lack,deficit,648,True,0.3926431393833907,1,lackdeficit648,lack,deficit,0.3926431393833907,648
18,12888,lack,mineral_deficiency,648,True,0.5305294151795025,1,lackmineral_deficiency648,lack,mineral_deficiency,0.5305294151795025,648
19,12889,mineral_deficiency,sideropenia,648,True,0.4613590469585582,1,mineral_deficiencysideropenia648,mineral_deficiency,sideropenia,0.4613590469585582,648
20,12891,lack,stringency,648,True,0.29347639554094734,1,lackstringency648,lack,stringency,0.29347639554094734,648
21,12892,need,necessity,648,True,0.8192330995903991,1,neednecessity648,need,necessity,0.8192330995903991,648
22,12893,necessity,requisiteness,648,True,0.7328338587178661,1,necessityrequisiteness648,necessity,requisiteness,0.7328338587178661,648
23,12894,necessity,urgency,648,True,0.5576924793615925,1,necessityurgency648,necessity,urgency,0.5576924793615925,648
