parent,child,group,flag,predict,pred_flag
explosion,blowback,647,True,0.9743821620941162,True
explosion,blast,647,True,0.9955533146858215,True
explosion,bomb_blast,647,False,0.9884887337684631,True
explosion,airburst,647,True,0.9863762259483337,True
explosion,big_bang,647,True,0.9913914203643799,True
explosion,inflation,647,True,0.7795188426971436,True
explosion,backfire,647,True,0.9724841117858887,True
explosion,fragmentation,647,True,0.9691716432571411,True
explosion,backblast,647,False,0.9905803799629211,True
explosion,nuclear_explosion,647,False,0.9924176931381226,True
blowback,explosion,647,False,0.009206163696944714,False
blowback,blast,647,False,0.017147207632660866,False
blowback,bomb_blast,647,False,0.011651534587144852,False
blowback,airburst,647,False,0.012873026542365551,False
blowback,big_bang,647,False,0.06260904669761658,False
blowback,inflation,647,False,0.0051819151267409325,False
blowback,backfire,647,False,0.04546358436346054,False
blowback,fragmentation,647,False,0.014549178071320057,False
blowback,backblast,647,True,0.044234972447156906,False
blowback,nuclear_explosion,647,False,0.009474215097725391,False
blast,explosion,647,False,0.8572400212287903,True
blast,blowback,647,False,0.6811676025390625,True
blast,bomb_blast,647,True,0.9448719620704651,True
blast,airburst,647,False,0.7971895337104797,True
blast,big_bang,647,False,0.6318457126617432,True
blast,inflation,647,False,0.02839084155857563,False
blast,backfire,647,False,0.48319393396377563,False
blast,fragmentation,647,False,0.18838836252689362,False
blast,backblast,647,False,0.9398069977760315,True
blast,nuclear_explosion,647,False,0.7161528468132019,True
bomb_blast,explosion,647,False,0.06314148008823395,False
bomb_blast,blowback,647,False,0.06519424915313721,False
bomb_blast,blast,647,False,0.18677107989788055,False
bomb_blast,airburst,647,False,0.13328738510608673,False
bomb_blast,big_bang,647,False,0.19363869726657867,False
bomb_blast,inflation,647,False,0.0075033120810985565,False
bomb_blast,backfire,647,False,0.06776966899633408,False
bomb_blast,fragmentation,647,False,0.059089045971632004,False
bomb_blast,backblast,647,False,0.40534985065460205,False
bomb_blast,nuclear_explosion,647,True,0.06834881752729416,False
airburst,explosion,647,False,0.2062251716852188,False
airburst,blowback,647,False,0.268756240606308,False
airburst,blast,647,False,0.4630717635154724,False
airburst,bomb_blast,647,False,0.15637540817260742,False
airburst,big_bang,647,False,0.24349908530712128,False
airburst,inflation,647,False,0.0397864505648613,False
airburst,backfire,647,False,0.3212071359157562,False
airburst,fragmentation,647,False,0.11472413688898087,False
airburst,backblast,647,False,0.6075628399848938,True
airburst,nuclear_explosion,647,False,0.044982220977544785,False
big_bang,explosion,647,False,0.04362460598349571,False
big_bang,blowback,647,False,0.061064448207616806,False
big_bang,blast,647,False,0.15165366232395172,False
big_bang,bomb_blast,647,False,0.05969967693090439,False
big_bang,airburst,647,False,0.043605152517557144,False
big_bang,inflation,647,False,0.05519664287567139,False
big_bang,backfire,647,False,0.08716433495283127,False
big_bang,fragmentation,647,False,0.06907984614372253,False
big_bang,backblast,647,False,0.0955250933766365,False
big_bang,nuclear_explosion,647,False,0.05352404713630676,False
inflation,explosion,647,False,0.04026523232460022,False
inflation,blowback,647,False,0.19066737592220306,False
inflation,blast,647,False,0.06099112331867218,False
inflation,bomb_blast,647,False,0.023127906024456024,False
inflation,airburst,647,False,0.05503275617957115,False
inflation,big_bang,647,False,0.4396345913410187,False
inflation,backfire,647,False,0.20895597338676453,False
inflation,fragmentation,647,False,0.059689827263355255,False
inflation,backblast,647,False,0.04374495521187782,False
inflation,nuclear_explosion,647,False,0.02278982102870941,False
backfire,explosion,647,False,0.008899565786123276,False
backfire,blowback,647,False,0.013032138347625732,False
backfire,blast,647,False,0.016182666644454002,False
backfire,bomb_blast,647,False,0.008362054824829102,False
backfire,airburst,647,False,0.016942815855145454,False
backfire,big_bang,647,False,0.010641029104590416,False
backfire,inflation,647,False,0.005742237437516451,False
backfire,fragmentation,647,False,0.005665858741849661,False
backfire,backblast,647,False,0.09077499061822891,False
backfire,nuclear_explosion,647,False,0.011751387268304825,False
fragmentation,explosion,647,False,0.12885311245918274,False
fragmentation,blowback,647,False,0.32559648156166077,False
fragmentation,blast,647,False,0.5678588151931763,True
fragmentation,bomb_blast,647,False,0.15771029889583588,False
fragmentation,airburst,647,False,0.3181661367416382,False
fragmentation,big_bang,647,False,0.07607519626617432,False
fragmentation,inflation,647,False,0.026950225234031677,False
fragmentation,backfire,647,False,0.15677765011787415,False
fragmentation,backblast,647,False,0.39081302285194397,False
