parent,child,group,flag,predict,pred_flag
explosion,blowback,647,True,0.17221739888191223,False
explosion,blast,647,True,0.3788194954395294,False
explosion,bomb_blast,647,False,0.715731143951416,True
explosion,airburst,647,True,0.7117092609405518,True
explosion,big_bang,647,True,0.42464932799339294,False
explosion,inflation,647,True,0.2580510675907135,False
explosion,backfire,647,True,0.1806294023990631,False
explosion,fragmentation,647,True,0.14380019903182983,False
explosion,backblast,647,False,0.2898925542831421,False
explosion,nuclear_explosion,647,False,0.9295157194137573,True
blowback,explosion,647,False,0.03962338715791702,False
blowback,blast,647,False,0.03572392463684082,False
blowback,bomb_blast,647,False,0.06354613602161407,False
blowback,airburst,647,False,0.06097827106714249,False
blowback,big_bang,647,False,0.04057959467172623,False
blowback,inflation,647,False,0.03461883217096329,False
blowback,backfire,647,False,0.08451943099498749,False
blowback,fragmentation,647,False,0.024739215150475502,False
blowback,backblast,647,True,0.06160267814993858,False
blowback,nuclear_explosion,647,False,0.03231504186987877,False
blast,explosion,647,False,0.2489384412765503,False
blast,blowback,647,False,0.09438896179199219,False
blast,bomb_blast,647,True,0.6871062517166138,True
blast,airburst,647,False,0.3572101891040802,False
blast,big_bang,647,False,0.23842023313045502,False
blast,inflation,647,False,0.04110988602042198,False
blast,backfire,647,False,0.07463563233613968,False
blast,fragmentation,647,False,0.05414573475718498,False
blast,backblast,647,False,0.3754858672618866,False
blast,nuclear_explosion,647,False,0.5329253673553467,True
bomb_blast,explosion,647,False,0.08263050764799118,False
bomb_blast,blowback,647,False,0.040784627199172974,False
bomb_blast,blast,647,False,0.07045760750770569,False
bomb_blast,airburst,647,False,0.09031542390584946,False
bomb_blast,big_bang,647,False,0.056781038641929626,False
bomb_blast,inflation,647,False,0.02783460170030594,False
bomb_blast,backfire,647,False,0.0342087522149086,False
bomb_blast,fragmentation,647,False,0.029661238193511963,False
bomb_blast,backblast,647,False,0.05583377182483673,False
bomb_blast,nuclear_explosion,647,True,0.11118175089359283,False
airburst,explosion,647,False,0.09675301611423492,False
airburst,blowback,647,False,0.053476255387067795,False
airburst,blast,647,False,0.10546720027923584,False
airburst,bomb_blast,647,False,0.11885945498943329,False
airburst,big_bang,647,False,0.058577798306941986,False
airburst,inflation,647,False,0.029537012800574303,False
airburst,backfire,647,False,0.042253877967596054,False
airburst,fragmentation,647,False,0.034181851893663406,False
airburst,backblast,647,False,0.0722762942314148,False
airburst,nuclear_explosion,647,False,0.08158936351537704,False
big_bang,explosion,647,False,0.04768700525164604,False
big_bang,blowback,647,False,0.02353665418922901,False
big_bang,blast,647,False,0.05828389525413513,False
big_bang,bomb_blast,647,False,0.05324401333928108,False
big_bang,airburst,647,False,0.05793038383126259,False
big_bang,inflation,647,False,0.01955452375113964,False
big_bang,backfire,647,False,0.02683040127158165,False
big_bang,fragmentation,647,False,0.021100401878356934,False
big_bang,backblast,647,False,0.037730056792497635,False
big_bang,nuclear_explosion,647,False,0.03684643656015396,False
inflation,explosion,647,False,0.32536935806274414,False
inflation,blowback,647,False,0.1659294068813324,False
inflation,blast,647,False,0.24189025163650513,False
inflation,bomb_blast,647,False,0.21917414665222168,False
inflation,airburst,647,False,0.2646194398403168,False
inflation,big_bang,647,False,0.21273742616176605,False
inflation,backfire,647,False,0.15695948898792267,False
inflation,fragmentation,647,False,0.12982340157032013,False
inflation,backblast,647,False,0.18385881185531616,False
inflation,nuclear_explosion,647,False,0.17035529017448425,False
backfire,explosion,647,False,0.028464239090681076,False
backfire,blowback,647,False,0.043875470757484436,False
backfire,blast,647,False,0.026919178664684296,False
backfire,bomb_blast,647,False,0.03214901685714722,False
backfire,airburst,647,False,0.040077678859233856,False
backfire,big_bang,647,False,0.022141270339488983,False
backfire,inflation,647,False,0.014755547977983952,False
backfire,fragmentation,647,False,0.013673377223312855,False
backfire,backblast,647,False,0.044346630573272705,False
backfire,nuclear_explosion,647,False,0.02936917170882225,False
fragmentation,explosion,647,False,0.3024762272834778,False
fragmentation,blowback,647,False,0.2316926121711731,False
fragmentation,blast,647,False,0.33768096566200256,False
fragmentation,bomb_blast,647,False,0.3155185878276825,False
fragmentation,airburst,647,False,0.33600467443466187,False
fragmentation,big_bang,647,False,0.23510266840457916,False
fragmentation,inflation,647,False,0.224082812666893,False
fragmentation,backfire,647,False,0.19971863925457,False
fragmentation,backblast,647,False,0.2980923652648926,False
fragmentation,nuclear_explosion,647,False,0.2584267854690552,False
backblast,explosion,647,False,0.017642991617321968,False
backblast,blowback,647,False,0.0188241358846426,False
backblast,blast,647,False,0.019630679860711098,False
backblast,bomb_blast,647,False,0.023615818470716476,False
backblast,airburst,647,False,0.03289791941642761,False
backblast,big_bang,647,False,0.015783347189426422,False
backblast,inflation,647,False,0.009656471200287342,False
backblast,backfire,647,False,0.02813323587179184,False
backblast,fragmentation,647,False,0.01022166758775711,False
backblast,nuclear_explosion,647,False,0.020782416686415672,False
nuclear_explosion,explosion,647,False,0.31589555740356445,False
nuclear_explosion,blowback,647,False,0.1287379264831543,False
nuclear_explosion,blast,647,False,0.28263238072395325,False
nuclear_explosion,bomb_blast,647,False,0.29357269406318665,False
nuclear_explosion,airburst,647,False,0.3828720152378082,False
nuclear_explosion,big_bang,647,False,0.26421356201171875,False
nuclear_explosion,inflation,647,False,0.10601037740707397,False
nuclear_explosion,backfire,647,False,0.1349249631166458,False
nuclear_explosion,fragmentation,647,False,0.08841589838266373,False
nuclear_explosion,backblast,647,False,0.2127651423215866,False
insanity,dementia,648,True,0.17954444885253906,False
insanity,presenile_dementia,648,False,0.19702813029289246,False
insanity,irrationality,648,True,0.41428032517433167,False
insanity,craziness,648,True,0.4791620671749115,False
insanity,derangement,648,True,0.2742522954940796,False
insanity,lunacy,648,True,0.5928164124488831,True
insanity,alcoholic_dementia,648,False,0.23696115612983704,False
insanity,senile_dementia,648,False,0.23231452703475952,False
insanity,Alzheimer's_disease,648,False,0.18085965514183044,False
insanity,Pick's_disease,648,False,0.23846691846847534,False
dementia,insanity,648,False,0.1451403945684433,False
dementia,presenile_dementia,648,True,0.9272281527519226,True
dementia,irrationality,648,False,0.1197323277592659,False
dementia,craziness,648,False,0.12748485803604126,False
dementia,derangement,648,False,0.3759515583515167,False
dementia,lunacy,648,False,0.1339472383260727,False
